,record_type,school_name,district_name,county_name,grade_11_enroll,grade_11_takers,grade_11_erw_bm_num,grade_11_erw_bm_pct,grade_11_maths_bm_num,grade_11_maths_bm_pct,grade_11_total_bm_num,grade_11_total_bm_pct,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
196,S,Fountain Valley High,Huntington Beach Union High,Orange,894.0,361.0,349.0,96.68,333.0,92.24,329.0,91.14,805.0,335.0,307.0,91.64,283.0,84.48,270.0,80.6
197,S,Indio High,Desert Sands Unified,Riverside,469.0,377.0,149.0,39.52,53.0,14.06,46.0,12.2,517.0,174.0,82.0,47.13,23.0,13.22,23.0,13.22
198,S,Buchanan High,Clovis Unified,Fresno,650.0,249.0,229.0,91.97,196.0,78.71,192.0,77.11,667.0,299.0,268.0,89.63,193.0,64.55,189.0,63.21
199,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,371.0,24.0,21.0,87.5,13.0,54.17,13.0,54.17,329.0,22.0,17.0,77.27,7.0,31.82,7.0,31.82
202,S,Leigh High,Campbell Union High,Santa Clara,425.0,253.0,247.0,97.63,218.0,86.17,216.0,85.38,415.0,165.0,153.0,92.73,129.0,78.18,127.0,76.97
206,S,Winters High,Winters Joint Unified,Yolo,117.0,25.0,19.0,76.0,15.0,60.0,14.0,56.0,102.0,31.0,24.0,77.42,16.0,51.61,16.0,51.61
209,S,Durham High,Durham Unified,Butte,74.0,42.0,38.0,90.48,32.0,76.19,30.0,71.43,72.0,31.0,30.0,96.77,21.0,67.74,21.0,67.74
211,S,TEACH Tech Charter High,Los Angeles Unified,Los Angeles,78.0,54.0,14.0,25.93,2.0,3.7,2.0,3.7,70.0,46.0,10.0,21.74,7.0,15.22,6.0,13.04
212,S,Canyon Springs High,Moreno Valley Unified,Riverside,508.0,123.0,76.0,61.79,54.0,43.9,51.0,41.46,494.0,439.0,193.0,43.96,80.0,18.22,75.0,17.08
213,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,118.0,104.0,88.0,84.62,62.0,59.62,61.0,58.65,112.0,46.0,36.0,78.26,27.0,58.7,26.0,56.52
214,S,Luis Valdez Leadership Academy,East Side Union High,Santa Clara,75.0,51.0,26.0,50.98,19.0,37.25,15.0,29.41,102.0,34.0,8.0,23.53,3.0,8.82,3.0,8.82
215,S,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,S,Evergreen Valley High,East Side Union High,Santa Clara,717.0,642.0,566.0,88.16,517.0,80.53,510.0,79.44,712.0,344.0,316.0,91.86,295.0,85.76,287.0,83.43
217,S,Redwood High,Visalia Unified,Tulare,498.0,117.0,108.0,92.31,89.0,76.07,88.0,75.21,494.0,142.0,116.0,81.69,79.0,55.63,77.0,54.23
219,S,Collegiate Charter High of Los Angeles,Los Angeles Unified,Los Angeles,40.0,37.0,21.0,56.76,13.0,35.14,12.0,32.43,34.0,34.0,21.0,61.76,15.0,44.12,14.0,41.18
220,S,Valley High,Santa Ana Unified,Orange,551.0,171.0,100.0,58.48,63.0,36.84,56.0,32.75,466.0,407.0,103.0,25.31,49.0,12.04,39.0,9.58
223,S,Torrey Pines High,San Dieguito Union High,San Diego,616.0,300.0,289.0,96.33,282.0,94.0,277.0,92.33,627.0,175.0,167.0,95.43,155.0,88.57,151.0,86.29
224,S,Templeton High,Templeton Unified,San Luis Obispo,187.0,67.0,63.0,94.03,56.0,83.58,56.0,83.58,171.0,52.0,47.0,90.38,32.0,61.54,32.0,61.54
227,S,Montgomery Senior High,Sweetwater Union High,San Diego,483.0,102.0,67.0,65.69,50.0,49.02,42.0,41.18,452.0,121.0,73.0,60.33,42.0,34.71,39.0,32.23
228,S,Mission Vista High,Vista Unified,San Diego,397.0,196.0,188.0,95.92,173.0,88.27,172.0,87.76,391.0,182.0,155.0,85.16,130.0,71.43,124.0,68.13
230,S,Sonoma Valley High,Sonoma Valley Unified,Sonoma,330.0,123.0,92.0,74.8,75.0,60.98,67.0,54.47,279.0,91.0,71.0,78.02,53.0,58.24,50.0,54.95
231,S,Jordan High,Long Beach Unified,Los Angeles,631.0,486.0,133.0,27.37,59.0,12.14,50.0,10.29,606.0,463.0,113.0,24.41,52.0,11.23,44.0,9.5
233,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,684.0,292.0,289.0,98.97,285.0,97.6,283.0,96.92,594.0,205.0,202.0,98.54,179.0,87.32,179.0,87.32
234,S,Murrieta Mesa High,Murrieta Valley Unified,Riverside,595.0,255.0,214.0,83.92,159.0,62.35,150.0,58.82,574.0,225.0,173.0,76.89,125.0,55.56,120.0,53.33
236,S,Gunderson High,San Jose Unified,Santa Clara,243.0,208.0,105.0,50.48,46.0,22.12,43.0,20.67,246.0,49.0,43.0,87.76,31.0,63.27,31.0,63.27
237,S,Ventura High,Ventura Unified,Ventura,482.0,161.0,145.0,90.06,117.0,72.67,117.0,72.67,480.0,119.0,104.0,87.39,77.0,64.71,76.0,63.87
238,S,Burton (Phillip and Sala) Academic High,San Francisco Unified,San Francisco,241.0,105.0,82.0,78.1,62.0,59.05,60.0,57.14,248.0,140.0,74.0,52.86,51.0,36.43,41.0,29.29
239,S,Open Valley Independent Study,Patterson Joint Unified,Stanislaus,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,S,Burroughs High,Burbank Unified,Los Angeles,598.0,193.0,187.0,96.89,178.0,92.23,175.0,90.67,584.0,291.0,245.0,84.19,206.0,70.79,195.0,67.01
245,S,Inspire School of Arts and Sciences,Chico Unified,Butte,105.0,20.0,20.0,100.0,19.0,95.0,19.0,95.0,94.0,22.0,21.0,95.45,17.0,77.27,17.0,77.27
247,S,Oakdale,Chico Unified,Butte,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,S,Design Science Middle College High,Fresno Unified,Fresno,68.0,67.0,61.0,91.04,54.0,80.6,51.0,76.12,63.0,60.0,52.0,86.67,35.0,58.33,32.0,53.33
250,S,Kern Workforce 2000 Academy,Kern High,Kern,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,S,South High,Kern High,Kern,510.0,119.0,73.0,61.34,60.0,50.42,49.0,41.18,508.0,152.0,76.0,50.0,45.0,29.61,37.0,24.34
252,S,West High,Kern High,Kern,433.0,66.0,43.0,65.15,31.0,46.97,27.0,40.91,537.0,122.0,63.0,51.64,34.0,27.87,31.0,25.41
254,S,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,172.0,53.0,38.0,71.7,28.0,52.83,25.0,47.17,157.0,102.0,50.0,49.02,23.0,22.55,22.0,21.57
255,S,Saugus High,William S. Hart Union High,Los Angeles,605.0,246.0,241.0,97.97,214.0,86.99,212.0,86.18,546.0,202.0,181.0,89.6,144.0,71.29,139.0,68.81
256,S,Academy of the Canyons,William S. Hart Union High,Los Angeles,105.0,88.0,88.0,100.0,81.0,92.05,81.0,92.05,104.0,51.0,48.0,94.12,43.0,84.31,43.0,84.31
260,S,Lighthouse Community Charter High,Oakland Unified,Alameda,70.0,17.0,10.0,58.82,9.0,52.94,9.0,52.94,64.0,43.0,25.0,58.14,14.0,32.56,13.0,30.23
261,S,Central Union High,Central Union High,Imperial,435.0,49.0,40.0,81.63,34.0,69.39,31.0,63.27,403.0,91.0,64.0,70.33,40.0,43.96,38.0,41.76
263,S,Sun Valley High,Los Angeles Unified,Los Angeles,91.0,99.0,19.0,19.19,6.0,6.06,6.0,6.06,85.0,54.0,10.0,18.52,1.0,1.85,0.0,0.0
265,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,S,Deer Valley High,Antioch Unified,Contra Costa,452.0,67.0,59.0,88.06,47.0,70.15,46.0,68.66,533.0,118.0,84.0,71.19,67.0,56.78,59.0,50.0
270,S,Kelseyville High,Kelseyville Unified,Lake,125.0,36.0,28.0,77.78,13.0,36.11,12.0,33.33,124.0,45.0,31.0,68.89,14.0,31.11,14.0,31.11
271,S,Lower Lake High,Konocti Unified,Lake,184.0,23.0,17.0,73.91,9.0,39.13,9.0,39.13,121.0,33.0,24.0,72.73,7.0,21.21,7.0,21.21
272,S,William & Marian Ghidotti High,Nevada Joint Union High,Nevada,34.0,27.0,27.0,100.0,26.0,96.3,26.0,96.3,45.0,32.0,32.0,100.0,32.0,100.0,32.0,100.0
273,S,Irvine High,Irvine Unified,Orange,488.0,220.0,216.0,98.18,215.0,97.73,213.0,96.82,533.0,168.0,156.0,92.86,152.0,90.48,144.0,85.71
274,S,Chaparral High,Temecula Valley Unified,Riverside,725.0,335.0,305.0,91.04,252.0,75.22,245.0,73.13,722.0,287.0,237.0,82.58,167.0,58.19,161.0,56.1
276,S,Chula Vista Learning Community Charter,Chula Vista Elementary,San Diego,96.0,54.0,32.0,59.26,11.0,20.37,11.0,20.37,99.0,74.0,58.0,78.38,20.0,27.03,20.0,27.03
277,S,North Star Independent Study,Amador County Unified,Amador,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,S,Desert Junior-Senior High,Muroc Joint Unified,Kern,79.0,17.0,17.0,100.0,13.0,76.47,13.0,76.47,84.0,30.0,28.0,93.33,19.0,63.33,18.0,60.0
281,S,Crescenta Valley High,Glendale Unified,Los Angeles,651.0,342.0,331.0,96.78,313.0,91.52,311.0,90.94,631.0,266.0,253.0,95.11,233.0,87.59,228.0,85.71
282,S,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci Tech Eng and Math",Los Angeles Unified,Los Angeles,47.0,43.0,24.0,55.81,13.0,30.23,13.0,30.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,S,Marina High,Monterey Peninsula Unified,Monterey,124.0,42.0,27.0,64.29,19.0,45.24,18.0,42.86,145.0,78.0,58.0,74.36,32.0,41.03,31.0,39.74
286,S,City Honors College Preparatory Academy,Inglewood Unified,Los Angeles,93.0,44.0,31.0,70.45,11.0,25.0,11.0,25.0,95.0,47.0,24.0,51.06,10.0,21.28,10.0,21.28
289,S,La Puente High,Hacienda la Puente Unified,Los Angeles,257.0,76.0,50.0,65.79,28.0,36.84,26.0,34.21,254.0,193.0,83.0,43.01,47.0,24.35,42.0,21.76
290,S,William Workman High,Hacienda la Puente Unified,Los Angeles,283.0,265.0,80.0,30.19,62.0,23.4,48.0,18.11,229.0,206.0,76.0,36.89,39.0,18.93,32.0,15.53
291,S,Paloma Valley High,Perris Union High,Riverside,744.0,190.0,161.0,84.74,145.0,76.32,137.0,72.11,717.0,256.0,185.0,72.27,111.0,43.36,102.0,39.84
292,S,Calaveras Unified Alternative-Sierra Hills Education Center,Calaveras Unified,Calaveras,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,S,Reedley Middle College High,Kings Canyon Joint Unified,Fresno,52.0,40.0,28.0,70.0,19.0,47.5,18.0,45.0,34.0,22.0,12.0,54.55,7.0,31.82,6.0,27.27
294,S,La Canada High,La Canada Unified,Los Angeles,339.0,178.0,175.0,98.31,176.0,98.88,174.0,97.75,346.0,170.0,163.0,95.88,158.0,92.94,156.0,91.76
300,S,John F. Kennedy High,Fremont Unified,Alameda,328.0,114.0,105.0,92.11,91.0,79.82,88.0,77.19,310.0,124.0,99.0,79.84,71.0,57.26,68.0,54.84
302,S,Lassen High,Lassen Union High,Lassen,181.0,42.0,36.0,85.71,31.0,73.81,30.0,71.43,188.0,40.0,32.0,80.0,17.0,42.5,16.0,40.0
303,S,Da Vinci Design,Wiseburn Unified,Los Angeles,138.0,61.0,50.0,81.97,29.0,47.54,27.0,44.26,164.0,47.0,33.0,70.21,11.0,23.4,10.0,21.28
305,S,Leadership Public Schools - Hayward,Hayward Unified,Alameda,147.0,125.0,89.0,71.2,48.0,38.4,46.0,36.8,140.0,106.0,70.0,66.04,56.0,52.83,51.0,48.11
307,S,Fortuna Union High,Fortuna Union High,Humboldt,178.0,39.0,28.0,71.79,21.0,53.85,20.0,51.28,183.0,56.0,41.0,73.21,29.0,51.79,27.0,48.21
308,S,Animo South Los Angeles Charter,Los Angeles Unified,Los Angeles,141.0,88.0,29.0,32.95,15.0,17.05,14.0,15.91,133.0,42.0,15.0,35.71,7.0,16.67,6.0,14.29
311,S,High Tech High Chula Vista,SBC - High Tech High,San Diego,137.0,101.0,81.0,80.2,35.0,34.65,35.0,34.65,147.0,91.0,59.0,64.84,20.0,21.98,19.0,20.88
313,S,Skyline High,Oakland Unified,Alameda,378.0,157.0,101.0,64.33,60.0,38.22,58.0,36.94,398.0,138.0,86.0,62.32,46.0,33.33,43.0,31.16
314,S,Family First Charter,Centinela Valley Union High,Los Angeles,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,S,Fort Bragg High,Fort Bragg Unified,Mendocino,132.0,39.0,30.0,76.92,25.0,64.1,23.0,58.97,107.0,30.0,27.0,90.0,18.0,60.0,18.0,60.0
316,S,Bolsa Grande High,Garden Grove Unified,Orange,476.0,306.0,230.0,75.16,203.0,66.34,177.0,57.84,477.0,245.0,185.0,75.51,142.0,57.96,130.0,53.06
317,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,575.0,505.0,318.0,62.97,200.0,39.6,196.0,38.81,504.0,113.0,92.0,81.42,68.0,60.18,64.0,56.64
318,S,San Leandro High,San Leandro Unified,Alameda,599.0,458.0,239.0,52.18,140.0,30.57,122.0,26.64,662.0,193.0,138.0,71.5,83.0,43.01,77.0,39.9
319,S,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,Los Angeles Unified,Los Angeles,72.0,85.0,23.0,27.06,13.0,15.29,12.0,14.12,94.0,41.0,11.0,26.83,2.0,4.88,2.0,4.88
320,S,Alliance Susan and Eric Smidt Technology High,Los Angeles Unified,Los Angeles,135.0,115.0,46.0,40.0,29.0,25.22,26.0,22.61,137.0,135.0,39.0,28.89,21.0,15.56,18.0,13.33
321,S,South Pasadena Senior High,South Pasadena Unified,Los Angeles,329.0,182.0,178.0,97.8,174.0,95.6,171.0,93.96,369.0,181.0,175.0,96.69,160.0,88.4,159.0,87.85
322,S,La Quinta High,Desert Sands Unified,Riverside,639.0,566.0,336.0,59.36,200.0,35.34,187.0,33.04,618.0,252.0,193.0,76.59,107.0,42.46,102.0,40.48
325,S,National University Academy 1001 STEAM,San Diego Unified,San Diego,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,S,Summit Public School: Denali,Santa Clara County Office of Education,Santa Clara,97.0,80.0,73.0,91.25,63.0,78.75,63.0,78.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,S,De Anza High,West Contra Costa Unified,Contra Costa,343.0,91.0,61.0,67.03,38.0,41.76,32.0,35.16,332.0,291.0,111.0,38.14,53.0,18.21,46.0,15.81
328,S,Highland High,Antelope Valley Union High,Los Angeles,598.0,540.0,243.0,45.0,100.0,18.52,91.0,16.85,691.0,161.0,114.0,70.81,62.0,38.51,57.0,35.4
330,S,Azusa High,Azusa Unified,Los Angeles,291.0,269.0,116.0,43.12,74.0,27.51,59.0,21.93,291.0,95.0,64.0,67.37,37.0,38.95,34.0,35.79
331,S,Larchmont Charter,Los Angeles Unified,Los Angeles,103.0,61.0,58.0,95.08,44.0,72.13,43.0,70.49,112.0,67.0,58.0,86.57,39.0,58.21,37.0,55.22
337,S,Santa Cruz County Career Advancement Charter,Santa Cruz County Office of Education,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,S,Hanford High,Hanford Joint Union High,Kings,387.0,65.0,52.0,80.0,30.0,46.15,29.0,44.62,335.0,79.0,52.0,65.82,30.0,37.97,26.0,32.91
341,S,John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,618.0,573.0,297.0,51.83,168.0,29.32,157.0,27.4,675.0,254.0,143.0,56.3,98.0,38.58,83.0,32.68
342,S,King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,343.0,330.0,199.0,60.3,102.0,30.91,94.0,28.48,334.0,192.0,133.0,69.27,63.0,32.81,61.0,31.77
343,S,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,234.0,177.0,87.0,49.15,61.0,34.46,51.0,28.81,226.0,127.0,65.0,51.18,43.0,33.86,39.0,30.71
344,S,Gabrielino High,San Gabriel Unified,Los Angeles,413.0,205.0,184.0,89.76,184.0,89.76,170.0,82.93,433.0,204.0,172.0,84.31,163.0,79.9,146.0,71.57
345,S,Options for Youth-Acton,Acton-Agua Dulce Unified,Los Angeles,344.0,45.0,25.0,55.56,8.0,17.78,8.0,17.78,165.0,38.0,17.0,44.74,5.0,13.16,3.0,7.89
346,S,Calistoga Junior-Senior High,Calistoga Joint Unified,Napa,49.0,31.0,16.0,51.61,3.0,9.68,3.0,9.68,45.0,16.0,8.0,50.0,3.0,18.75,3.0,18.75
347,S,Foothill High,Pleasanton Unified,Alameda,562.0,360.0,348.0,96.67,343.0,95.28,336.0,93.33,498.0,179.0,173.0,96.65,153.0,85.47,151.0,84.36
348,S,Augustus F. Hawkins High A Critical Design and Gaming,Los Angeles Unified,Los Angeles,135.0,100.0,14.0,14.0,7.0,7.0,4.0,4.0,121.0,50.0,14.0,28.0,6.0,12.0,4.0,8.0
349,S,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",Los Angeles Unified,Los Angeles,132.0,117.0,72.0,61.54,39.0,33.33,38.0,32.48,138.0,78.0,40.0,51.28,26.0,33.33,23.0,29.49
350,S,Villa Park High,Orange Unified,Orange,541.0,144.0,136.0,94.44,110.0,76.39,108.0,75.0,584.0,489.0,313.0,64.01,218.0,44.58,207.0,42.33
351,S,Rubidoux High,Jurupa Unified,Riverside,384.0,76.0,44.0,57.89,31.0,40.79,23.0,30.26,350.0,113.0,58.0,51.33,27.0,23.89,27.0,23.89
355,S,Patriot High,Jurupa Unified,Riverside,564.0,149.0,116.0,77.85,74.0,49.66,70.0,46.98,539.0,201.0,132.0,65.67,80.0,39.8,76.0,37.81
356,S,Hoover High,San Diego Unified,San Diego,518.0,219.0,132.0,60.27,64.0,29.22,59.0,26.94,489.0,201.0,98.0,48.76,61.0,30.35,53.0,26.37
357,S,Madison High,San Diego Unified,San Diego,247.0,114.0,84.0,73.68,44.0,38.6,43.0,37.72,221.0,82.0,53.0,64.63,22.0,26.83,21.0,25.61
358,S,University Preparatory High,Tulare County Office of Education,Tulare,67.0,25.0,23.0,92.0,20.0,80.0,20.0,80.0,50.0,26.0,22.0,84.62,16.0,61.54,16.0,61.54
361,S,Oak Grove High,East Side Union High,Santa Clara,470.0,379.0,206.0,54.35,142.0,37.47,131.0,34.56,399.0,148.0,100.0,67.57,77.0,52.03,66.0,44.59
362,S,Silver Creek High,East Side Union High,Santa Clara,579.0,508.0,359.0,70.67,280.0,55.12,259.0,50.98,592.0,268.0,221.0,82.46,192.0,71.64,181.0,67.54
363,S,Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,491.0,199.0,175.0,87.94,153.0,76.88,146.0,73.37,503.0,131.0,117.0,89.31,83.0,63.36,83.0,63.36
364,S,Monta Vista High,Fremont Union High,Santa Clara,569.0,397.0,391.0,98.49,393.0,98.99,388.0,97.73,584.0,197.0,193.0,97.97,195.0,98.98,191.0,96.95
366,S,Montgomery High,Santa Rosa High,Sonoma,398.0,87.0,78.0,89.66,68.0,78.16,64.0,73.56,354.0,98.0,80.0,81.63,61.0,62.24,60.0,61.22
367,S,Santa Clara High,Santa Clara Unified,Santa Clara,472.0,364.0,266.0,73.08,183.0,50.27,170.0,46.7,430.0,171.0,139.0,81.29,105.0,61.4,101.0,59.06
369,S,Half Moon Bay High,Cabrillo Unified,San Mateo,253.0,70.0,64.0,91.43,57.0,81.43,55.0,78.57,223.0,77.0,60.0,77.92,44.0,57.14,44.0,57.14
372,S,North Bay Met Academy,Windsor Unified,Sonoma,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,S,James C. Enochs High,Modesto City High,Stanislaus,565.0,177.0,161.0,90.96,141.0,79.66,136.0,76.84,577.0,199.0,161.0,80.9,108.0,54.27,103.0,51.76
374,S,Oak Park High,Oak Park Unified,Ventura,362.0,203.0,201.0,99.01,192.0,94.58,191.0,94.09,377.0,155.0,150.0,96.77,139.0,89.68,138.0,89.03
376,S,Mojave River Academy - Rockview Park,Oro Grande,San Bernardino,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,S,Orestimba High,Newman-Crows Landing Unified,Stanislaus,226.0,204.0,106.0,51.96,51.0,25.0,48.0,23.53,216.0,66.0,44.0,66.67,23.0,34.85,21.0,31.82
378,S,Linden High,Linden Unified,San Joaquin,153.0,48.0,35.0,72.92,20.0,41.67,18.0,37.5,151.0,33.0,26.0,78.79,14.0,42.42,14.0,42.42
380,S,University Preparatory,Shasta Union High,Shasta,118.0,68.0,66.0,97.06,61.0,89.71,61.0,89.71,127.0,72.0,68.0,94.44,63.0,87.5,61.0,84.72
381,S,Shasta High,Shasta Union High,Shasta,366.0,88.0,82.0,93.18,81.0,92.05,80.0,90.91,328.0,69.0,64.0,92.75,56.0,81.16,56.0,81.16
383,S,Ygnacio Valley High,Mt. Diablo Unified,Contra Costa,308.0,51.0,35.0,68.63,21.0,41.18,19.0,37.25,271.0,85.0,52.0,61.18,30.0,35.29,28.0,32.94
384,S,ICEF View Park Preparatory High,Los Angeles Unified,Los Angeles,170.0,25.0,12.0,48.0,2.0,8.0,2.0,8.0,120.0,73.0,27.0,36.99,7.0,9.59,6.0,8.22
385,S,Monterey Trail High,Elk Grove Unified,Sacramento,579.0,207.0,156.0,75.36,125.0,60.39,115.0,55.56,583.0,245.0,175.0,71.43,111.0,45.31,99.0,40.41
386,S,Helix High,Grossmont Union High,San Diego,592.0,323.0,258.0,79.88,279.0,86.38,243.0,75.23,578.0,238.0,187.0,78.57,158.0,66.39,148.0,62.18
387,S,Santana High,Grossmont Union High,San Diego,381.0,109.0,91.0,83.49,81.0,74.31,76.0,69.72,420.0,112.0,87.0,77.68,76.0,67.86,67.0,59.82
388,S,Da Vinci Charter Academy,Davis Joint Unified,Yolo,97.0,54.0,51.0,94.44,47.0,87.04,46.0,85.19,88.0,38.0,36.0,94.74,30.0,78.95,30.0,78.95
389,S,Dougherty Valley High,San Ramon Valley Unified,Contra Costa,821.0,567.0,558.0,98.41,552.0,97.35,549.0,96.83,766.0,270.0,262.0,97.04,248.0,91.85,244.0,90.37
392,S,Panorama High,Los Angeles Unified,Los Angeles,278.0,224.0,61.0,27.23,19.0,8.48,18.0,8.04,269.0,142.0,44.0,30.99,17.0,11.97,10.0,7.04
393,S,Terra Linda High,San Rafael City High,Marin,301.0,157.0,141.0,89.81,117.0,74.52,114.0,72.61,300.0,126.0,102.0,80.95,71.0,56.35,71.0,56.35
395,S,Sacramento Charter High,Sacramento City Unified,Sacramento,159.0,95.0,50.0,52.63,25.0,26.32,22.0,23.16,151.0,85.0,32.0,37.65,16.0,18.82,13.0,15.29
396,S,Crawford High,San Diego Unified,San Diego,279.0,126.0,65.0,51.59,29.0,23.02,25.0,19.84,218.0,168.0,41.0,24.4,23.0,13.69,20.0,11.9
397,S,Turlock High,Turlock Unified,Stanislaus,605.0,143.0,125.0,87.41,103.0,72.03,100.0,69.93,543.0,171.0,129.0,75.44,87.0,50.88,81.0,47.37
398,S,Artesia High,ABC Unified,Los Angeles,338.0,102.0,73.0,71.57,37.0,36.27,33.0,32.35,344.0,95.0,61.0,64.21,38.0,40.0,33.0,34.74
399,S,CATCH Prep Charter High Inc.,Los Angeles Unified,Los Angeles,41.0,35.0,13.0,37.14,4.0,11.43,3.0,8.57,37.0,33.0,13.0,39.39,3.0,9.09,2.0,6.06
400,S,Madera High,Madera Unified,Madera,473.0,424.0,188.0,44.34,90.0,21.23,79.0,18.63,467.0,71.0,48.0,67.61,26.0,36.62,25.0,35.21
401,S,Oxford Academy,Anaheim Union High,Orange,190.0,151.0,151.0,100.0,148.0,98.01,148.0,98.01,200.0,113.0,113.0,100.0,106.0,93.81,106.0,93.81
402,S,Katella High,Anaheim Union High,Orange,654.0,176.0,128.0,72.73,64.0,36.36,63.0,35.8,651.0,199.0,108.0,54.27,43.0,21.61,42.0,21.11
403,S,Loara High,Anaheim Union High,Orange,490.0,120.0,86.0,71.67,60.0,50.0,53.0,44.17,482.0,129.0,83.0,64.34,50.0,38.76,47.0,36.43
404,S,Savanna High,Anaheim Union High,Orange,456.0,136.0,82.0,60.29,49.0,36.03,42.0,30.88,482.0,114.0,76.0,66.67,53.0,46.49,50.0,43.86
405,S,Brea-Olinda High,Brea-Olinda Unified,Orange,408.0,142.0,133.0,93.66,127.0,89.44,125.0,88.03,476.0,203.0,186.0,91.63,153.0,75.37,147.0,72.41
406,S,Del Oro High,Placer Union High,Placer,400.0,152.0,142.0,93.42,135.0,88.82,129.0,84.87,410.0,165.0,142.0,86.06,119.0,72.12,115.0,69.7
408,S,Hercules High,West Contra Costa Unified,Contra Costa,236.0,70.0,66.0,94.29,61.0,87.14,61.0,87.14,219.0,208.0,125.0,60.1,79.0,37.98,76.0,36.54
409,S,Richmond High,West Contra Costa Unified,Contra Costa,382.0,94.0,49.0,52.13,29.0,30.85,25.0,26.6,386.0,322.0,97.0,30.12,48.0,14.91,40.0,12.42
410,S,Eastside High,Antelope Valley Union High,Los Angeles,480.0,415.0,153.0,36.87,32.0,7.71,31.0,7.47,562.0,185.0,104.0,56.22,18.0,9.73,18.0,9.73
411,S,SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,102.0,99.0,94.0,94.95,71.0,71.72,70.0,70.71,86.0,66.0,58.0,87.88,44.0,66.67,42.0,63.64
413,S,Gladstone High,Azusa Unified,Los Angeles,284.0,270.0,133.0,49.26,75.0,27.78,71.0,26.3,266.0,91.0,65.0,71.43,38.0,41.76,38.0,41.76
414,S,Maywood Academy High,Los Angeles Unified,Los Angeles,226.0,220.0,75.0,34.09,28.0,12.73,26.0,11.82,249.0,109.0,41.0,37.61,10.0,9.17,9.0,8.26
415,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,412.0,191.0,184.0,96.34,171.0,89.53,171.0,89.53,451.0,179.0,167.0,93.3,143.0,79.89,140.0,78.21
416,S,Buena Vista High,Paramount Unified,Los Angeles,52.0,63.0,3.0,4.76,1.0,1.59,1.0,1.59,142.0,68.0,2.0,2.94,0.0,0.0,0.0,0.0
420,S,Augustus F. Hawkins High B Community Health Advocates,Los Angeles Unified,Los Angeles,120.0,87.0,13.0,14.94,1.0,1.15,1.0,1.15,93.0,40.0,8.0,20.0,0.0,0.0,0.0,0.0
421,S,Dos Palos High,Dos Palos Oro Loma Joint Unified,Merced,149.0,30.0,23.0,76.67,20.0,66.67,19.0,63.33,159.0,43.0,22.0,51.16,9.0,20.93,7.0,16.28
422,S,Delhi High,Delhi Unified,Merced,169.0,59.0,40.0,67.8,13.0,22.03,13.0,22.03,167.0,82.0,50.0,60.98,14.0,17.07,14.0,17.07
