,record_type,school_name,district_name,county_name,grade_11_enroll,grade_11_takers,grade_11_erw_bm_num,grade_11_erw_bm_pct,grade_11_maths_bm_num,grade_11_maths_bm_pct,grade_11_total_bm_num,grade_11_total_bm_pct,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
2252,D,C/D level,Newport-Mesa Unified,Orange,1695.0,394.0,340.0,86.29,295.0,74.87,281.0,71.32,1817.0,411.0,319.0,77.62,241.0,58.64,232.0,56.45
2253,D,C/D level,Santa Ana Unified,Orange,4045.0,1474.0,992.0,67.3,774.0,52.51,706.0,47.9,4128.0,3149.0,1163.0,36.93,790.0,25.09,673.0,21.37
2254,D,C/D level,Palm Springs Unified,Riverside,1782.0,522.0,377.0,72.22,217.0,41.57,202.0,38.7,1777.0,470.0,299.0,63.62,149.0,31.7,141.0,30.0
2255,D,C/D level,Sacramento City Unified,Sacramento,3097.0,2500.0,1405.0,56.2,789.0,31.56,744.0,29.76,3244.0,787.0,501.0,63.66,354.0,44.98,327.0,41.55
2256,D,C/D level,Twin Rivers Unified,Sacramento,1762.0,257.0,167.0,64.98,109.0,42.41,95.0,36.96,2234.0,1156.0,384.0,33.22,198.0,17.13,179.0,15.48
2257,D,C/D level,Rialto Unified,San Bernardino,1922.0,1646.0,725.0,44.05,369.0,22.42,336.0,20.41,1973.0,467.0,271.0,58.03,165.0,35.33,151.0,32.33
2258,D,C/D level,San Marcos Unified,San Diego,1565.0,677.0,589.0,87.0,478.0,70.61,466.0,68.83,1534.0,533.0,447.0,83.86,312.0,58.54,301.0,56.47
2262,D,C/D level,East Nicolaus Joint Union High,Sutter,79.0,37.0,30.0,81.08,15.0,40.54,15.0,40.54,79.0,35.0,26.0,74.29,16.0,45.71,16.0,45.71
2264,D,C/D level,New Haven Unified,Alameda,963.0,359.0,308.0,85.79,275.0,76.6,261.0,72.7,1043.0,337.0,270.0,80.12,211.0,62.61,201.0,59.64
2265,D,C/D level,Oakland Unified,Alameda,3496.0,1300.0,801.0,61.62,597.0,45.92,546.0,42.0,3663.0,1215.0,687.0,56.54,443.0,36.46,408.0,33.58
2266,D,C/D level,Oroville Union High,Butte,513.0,48.0,43.0,89.58,34.0,70.83,34.0,70.83,521.0,70.0,51.0,72.86,31.0,44.29,29.0,41.43
2268,D,C/D level,Riverdale Joint Unified,Fresno,139.0,46.0,34.0,73.91,20.0,43.48,19.0,41.3,127.0,41.0,19.0,46.34,10.0,24.39,9.0,21.95
2270,D,C/D level,Imperial County Office of Education,Imperial,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,D,C/D level,Tehachapi Unified,Kern,306.0,49.0,47.0,95.92,44.0,89.8,43.0,87.76,296.0,62.0,51.0,82.26,33.0,53.23,33.0,53.23
2273,D,C/D level,Baldwin Park Unified,Los Angeles,1827.0,338.0,238.0,70.41,151.0,44.67,140.0,41.42,1702.0,428.0,274.0,64.02,149.0,34.81,132.0,30.84
2274,D,C/D level,El Monte Union High,Los Angeles,2089.0,867.0,621.0,71.63,495.0,57.09,450.0,51.9,2308.0,726.0,511.0,70.39,390.0,53.72,358.0,49.31
2275,D,C/D level,Inglewood Unified,Los Angeles,660.0,217.0,131.0,60.37,55.0,25.35,52.0,23.96,695.0,250.0,122.0,48.8,48.0,19.2,47.0,18.8
2276,D,C/D level,Paramount Unified,Los Angeles,1253.0,1121.0,396.0,35.33,194.0,17.31,166.0,14.81,1281.0,1000.0,354.0,35.4,185.0,18.5,158.0,15.8
2277,D,C/D level,Pasadena Unified,Los Angeles,1189.0,334.0,257.0,76.95,192.0,57.49,184.0,55.09,1544.0,574.0,383.0,66.72,233.0,40.59,218.0,37.98
2278,D,C/D level,William S. Hart Union High,Los Angeles,4086.0,1388.0,1306.0,94.09,1170.0,84.29,1150.0,82.85,4252.0,1376.0,1212.0,88.08,941.0,68.39,914.0,66.42
2279,D,C/D level,SBE - The School of Arts and Enterprise,Los Angeles,94.0,29.0,23.0,79.31,6.0,20.69,6.0,20.69,75.0,69.0,35.0,50.72,8.0,11.59,8.0,11.59
2280,D,C/D level,SBE - Anahuacalmecac International University Preparatory of North America,Los Angeles,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,D,C/D level,Madera Unified,Madera,1389.0,1090.0,440.0,40.37,200.0,18.35,180.0,16.51,1296.0,204.0,110.0,53.92,53.0,25.98,49.0,24.02
2282,D,C/D level,Novato Unified,Marin,667.0,267.0,237.0,88.76,208.0,77.9,203.0,76.03,667.0,258.0,231.0,89.53,155.0,60.08,155.0,60.08
2283,D,C/D level,Hilmar Unified,Merced,187.0,66.0,51.0,77.27,32.0,48.48,32.0,48.48,166.0,46.0,29.0,63.04,16.0,34.78,16.0,34.78
2286,D,C/D level,Pacific Grove Unified,Monterey,155.0,78.0,77.0,98.72,73.0,93.59,73.0,93.59,151.0,63.0,53.0,84.13,52.0,82.54,48.0,76.19
2287,D,C/D level,Fullerton Joint Union High,Orange,3334.0,1322.0,1199.0,90.7,1076.0,81.39,1049.0,79.35,3550.0,1217.0,1015.0,83.4,803.0,65.98,775.0,63.68
2288,D,C/D level,Garden Grove Unified,Orange,3363.0,1773.0,1413.0,79.7,1169.0,65.93,1093.0,61.65,3627.0,1574.0,1185.0,75.29,889.0,56.48,834.0,52.99
2289,D,C/D level,Roseville Joint Union High,Placer,2509.0,999.0,925.0,92.59,816.0,81.68,798.0,79.88,2555.0,941.0,831.0,88.31,686.0,72.9,665.0,70.67
2290,D,C/D level,Riverside County Office of Education,Riverside,875.0,83.0,29.0,34.94,14.0,16.87,13.0,15.66,858.0,84.0,32.0,38.1,23.0,27.38,23.0,27.38
2291,D,C/D level,Riverside Unified,Riverside,3287.0,1151.0,894.0,77.67,723.0,62.81,686.0,59.6,3434.0,1290.0,873.0,67.67,594.0,46.05,546.0,42.33
2292,D,C/D level,Val Verde Unified,Riverside,1669.0,1442.0,644.0,44.66,264.0,18.31,239.0,16.57,1641.0,1310.0,515.0,39.31,254.0,19.39,225.0,17.18
2293,D,C/D level,Redlands Unified,San Bernardino,1707.0,1349.0,960.0,71.16,705.0,52.26,664.0,49.22,1842.0,1106.0,782.0,70.71,594.0,53.71,551.0,49.82
2294,D,C/D level,Hesperia Unified,San Bernardino,1880.0,509.0,368.0,72.3,233.0,45.78,222.0,43.61,1986.0,472.0,301.0,63.77,164.0,34.75,145.0,30.72
2295,D,C/D level,Chula Vista Elementary,San Diego,259.0,174.0,82.0,47.13,39.0,22.41,34.0,19.54,228.0,112.0,83.0,74.11,31.0,27.68,30.0,26.79
2296,D,C/D level,Fallbrook Union High,San Diego,521.0,117.0,93.0,79.49,77.0,65.81,76.0,64.96,557.0,110.0,81.0,73.64,55.0,50.0,53.0,48.18
2297,D,C/D level,Ramona City Unified,San Diego,446.0,111.0,100.0,90.09,88.0,79.28,86.0,77.48,476.0,120.0,96.0,80.0,72.0,60.0,68.0,56.67
2298,D,C/D level,Oceanside Unified,San Diego,1432.0,337.0,290.0,86.05,236.0,70.03,221.0,65.58,1628.0,396.0,292.0,73.74,224.0,56.57,206.0,52.02
2300,D,C/D level,Santa Ynez Valley Union High,Santa Barbara,222.0,84.0,73.0,86.9,64.0,76.19,63.0,75.0,231.0,69.0,63.0,91.3,49.0,71.01,48.0,69.57
2301,D,C/D level,Shasta County Office of Education,Shasta,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,D,C/D level,Scott Valley Unified,Siskiyou,55.0,22.0,19.0,86.36,17.0,77.27,16.0,72.73,45.0,16.0,9.0,56.25,7.0,43.75,6.0,37.5
2303,D,C/D level,Patterson Joint Unified,Stanislaus,472.0,191.0,121.0,63.35,62.0,32.46,61.0,31.94,458.0,216.0,116.0,53.7,57.0,26.39,53.0,24.54
2304,D,C/D level,Nuestro Elementary,Sutter,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,D,C/D level,Visalia Unified,Tulare,2152.0,335.0,295.0,88.06,227.0,67.76,223.0,66.57,2216.0,467.0,356.0,76.23,218.0,46.68,209.0,44.75
2306,D,C/D level,Dinuba Unified,Tulare,548.0,94.0,64.0,68.09,49.0,52.13,45.0,47.87,538.0,115.0,67.0,58.26,37.0,32.17,35.0,30.43
2307,D,C/D level,Hayward Unified,Alameda,1635.0,485.0,355.0,73.2,229.0,47.22,216.0,44.54,1601.0,549.0,341.0,62.11,239.0,43.53,216.0,39.34
2308,D,C/D level,San Lorenzo Unified,Alameda,984.0,357.0,298.0,83.47,252.0,70.59,240.0,67.23,1099.0,364.0,244.0,67.03,170.0,46.7,151.0,41.48
2309,D,C/D level,Dublin Unified,Alameda,772.0,434.0,418.0,96.31,408.0,94.01,400.0,92.17,695.0,271.0,255.0,94.1,214.0,78.97,212.0,78.23
2310,D,C/D level,Pierce Joint Unified,Colusa,109.0,38.0,26.0,68.42,17.0,44.74,17.0,44.74,107.0,21.0,11.0,52.38,3.0,14.29,3.0,14.29
2311,D,C/D level,Liberty Union High,Contra Costa,1989.0,587.0,524.0,89.27,419.0,71.38,403.0,68.65,2138.0,639.0,505.0,79.03,344.0,53.83,333.0,52.11
2312,D,C/D level,Parlier Unified,Fresno,249.0,66.0,29.0,43.94,13.0,19.7,12.0,18.18,232.0,51.0,23.0,45.1,14.0,27.45,11.0,21.57
2316,D,C/D level,Corcoran Joint Unified,Kings,234.0,36.0,20.0,55.56,6.0,16.67,5.0,13.89,187.0,49.0,27.0,55.1,17.0,34.69,16.0,32.65
2318,D,C/D level,Lassen Union High,Lassen,184.0,42.0,36.0,85.71,31.0,73.81,30.0,71.43,190.0,40.0,32.0,80.0,17.0,42.5,16.0,40.0
2319,D,C/D level,El Segundo Unified,Los Angeles,301.0,173.0,168.0,97.11,151.0,87.28,150.0,86.71,319.0,142.0,133.0,93.66,95.0,66.9,92.0,64.79
2320,D,C/D level,Lawndale Elementary,Los Angeles,131.0,125.0,77.0,61.6,47.0,37.6,44.0,35.2,126.0,95.0,50.0,52.63,29.0,30.53,22.0,23.16
2321,D,C/D level,Marin County Office of Education,Marin,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,D,C/D level,Merced Union High,Merced,2588.0,593.0,421.0,70.99,264.0,44.52,251.0,42.33,2577.0,744.0,470.0,63.17,261.0,35.08,237.0,31.85
2323,D,C/D level,Gustine Unified,Merced,157.0,70.0,48.0,68.57,23.0,32.86,23.0,32.86,155.0,18.0,9.0,50.0,3.0,16.67,3.0,16.67
2325,D,C/D level,Corona-Norco Unified,Riverside,4288.0,1515.0,1287.0,84.95,1081.0,71.35,1020.0,67.33,4488.0,1736.0,1354.0,78.0,990.0,57.03,931.0,53.63
2326,D,C/D level,San Juan Unified,Sacramento,4114.0,1037.0,895.0,86.31,734.0,70.78,714.0,68.85,4487.0,938.0,770.0,82.09,547.0,58.32,528.0,56.29
2329,D,C/D level,Escalon Unified,San Joaquin,209.0,51.0,45.0,88.24,39.0,76.47,38.0,74.51,201.0,63.0,48.0,76.19,30.0,47.62,28.0,44.44
2330,D,C/D level,New Jerusalem Elementary,San Joaquin,518.0,94.0,46.0,48.94,28.0,29.79,28.0,29.79,523.0,72.0,38.0,52.78,19.0,26.39,18.0,25.0
2331,D,C/D level,Lompoc Unified,Santa Barbara,689.0,525.0,291.0,55.43,155.0,29.52,144.0,27.43,648.0,62.0,53.0,85.48,40.0,64.52,40.0,64.52
2332,D,C/D level,Santa Cruz County Office of Education,Santa Cruz,295.0,68.0,68.0,100.0,65.0,95.59,65.0,95.59,594.0,59.0,57.0,96.61,47.0,79.66,47.0,79.66
2333,D,C/D level,Travis Unified,Solano,453.0,144.0,131.0,90.97,105.0,72.92,103.0,71.53,419.0,163.0,132.0,80.98,90.0,55.21,87.0,53.37
2334,D,C/D level,Sutter Union High,Sutter,192.0,43.0,39.0,90.7,30.0,69.77,30.0,69.77,189.0,49.0,44.0,89.8,32.0,65.31,32.0,65.31
2336,D,C/D level,Tulare County Office of Education,Tulare,250.0,27.0,25.0,92.59,22.0,81.48,22.0,81.48,465.0,31.0,25.0,80.65,17.0,54.84,17.0,54.84
2337,D,C/D level,Sonora Union High,Tuolumne,253.0,28.0,26.0,92.86,21.0,75.0,20.0,71.43,263.0,41.0,38.0,92.68,31.0,75.61,31.0,75.61
2338,D,C/D level,Simi Valley Unified,Ventura,1445.0,357.0,339.0,94.96,300.0,84.03,294.0,82.35,1416.0,321.0,283.0,88.16,219.0,68.22,206.0,64.17
2342,D,C/D level,Williams Unified,Colusa,98.0,32.0,19.0,59.38,12.0,37.5,10.0,31.25,87.0,29.0,11.0,37.93,1.0,3.45,0.0,0.0
2343,D,C/D level,John Swett Unified,Contra Costa,143.0,60.0,52.0,86.67,38.0,63.33,37.0,61.67,123.0,38.0,26.0,68.42,20.0,52.63,18.0,47.37
2344,D,C/D level,Hamilton Unified,Glenn,51.0,24.0,15.0,62.5,8.0,33.33,7.0,29.17,90.0,25.0,13.0,52.0,5.0,20.0,4.0,16.0
2345,D,C/D level,Calexico Unified,Imperial,781.0,168.0,118.0,70.24,107.0,63.69,95.0,56.55,879.0,194.0,137.0,70.62,104.0,53.61,91.0,46.91
2347,D,C/D level,Kelseyville Unified,Lake,134.0,36.0,28.0,77.78,13.0,36.11,12.0,33.33,129.0,45.0,31.0,68.89,14.0,31.11,14.0,31.11
2348,D,C/D level,Beverly Hills Unified,Los Angeles,334.0,222.0,193.0,86.94,166.0,74.77,162.0,72.97,424.0,145.0,139.0,95.86,117.0,80.69,116.0,80.0
2349,D,C/D level,Burbank Unified,Los Angeles,1343.0,413.0,393.0,95.16,377.0,91.28,367.0,88.86,1331.0,522.0,439.0,84.1,377.0,72.22,359.0,68.77
2350,D,C/D level,Duarte Unified,Los Angeles,457.0,127.0,97.0,76.38,66.0,51.97,63.0,49.61,405.0,126.0,86.0,68.25,47.0,37.3,45.0,35.71
2351,D,C/D level,Glendora Unified,Los Angeles,591.0,284.0,267.0,94.01,264.0,92.96,256.0,90.14,639.0,248.0,214.0,86.29,203.0,81.85,186.0,75.0
2352,D,C/D level,Los Angeles Unified,Los Angeles,42282.0,33355.0,15844.0,47.5,8946.0,26.82,8280.0,24.82,41873.0,19988.0,10448.0,52.27,5981.0,29.92,5493.0,27.48
2353,D,C/D level,Alhambra Unified,Los Angeles,1709.0,828.0,718.0,86.71,653.0,78.86,613.0,74.03,1902.0,814.0,644.0,79.12,562.0,69.04,519.0,63.76
2354,D,C/D level,Golden Valley Unified,Madera,157.0,32.0,29.0,90.63,23.0,71.88,23.0,71.88,172.0,47.0,40.0,85.11,23.0,48.94,21.0,44.68
2355,D,C/D level,Fort Bragg Unified,Mendocino,143.0,39.0,30.0,76.92,25.0,64.1,23.0,58.97,119.0,31.0,28.0,90.32,18.0,58.06,18.0,58.06
2356,D,C/D level,Soledad Unified,Monterey,380.0,81.0,50.0,61.73,19.0,23.46,19.0,23.46,403.0,141.0,60.0,42.55,26.0,18.44,24.0,17.02
2357,D,C/D level,Huntington Beach Union High,Orange,3936.0,1534.0,1387.0,90.42,1280.0,83.44,1239.0,80.77,4150.0,1313.0,1144.0,87.13,973.0,74.11,931.0,70.91
2358,D,C/D level,Loomis Union Elementary,Placer,86.0,20.0,18.0,90.0,16.0,80.0,15.0,75.0,46.0,18.0,16.0,88.89,9.0,50.0,9.0,50.0
2359,D,C/D level,Banning Unified,Riverside,309.0,63.0,35.0,55.56,27.0,42.86,26.0,41.27,358.0,74.0,49.0,66.22,25.0,33.78,24.0,32.43
2360,D,C/D level,Desert Sands Unified,Riverside,2280.0,1997.0,1085.0,54.33,539.0,26.99,510.0,25.54,2493.0,755.0,522.0,69.14,265.0,35.1,255.0,33.77
2362,D,C/D level,Fontana Unified,San Bernardino,2825.0,2528.0,1136.0,44.94,592.0,23.42,524.0,20.73,2941.0,997.0,565.0,56.67,307.0,30.79,276.0,27.68
2363,D,C/D level,Ravenswood City Elementary,San Mateo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,D,C/D level,San Lorenzo Valley Unified,Santa Cruz,340.0,91.0,88.0,96.7,67.0,73.63,66.0,72.53,244.0,50.0,42.0,84.0,30.0,60.0,30.0,60.0
2366,D,C/D level,Gateway Unified,Shasta,167.0,20.0,17.0,85.0,16.0,80.0,16.0,80.0,168.0,24.0,16.0,66.67,11.0,45.83,10.0,41.67
2367,D,C/D level,Benicia Unified,Solano,441.0,142.0,133.0,93.66,125.0,88.03,120.0,84.51,406.0,132.0,118.0,89.39,99.0,75.0,94.0,71.21
2368,D,C/D level,Fairfield-Suisun Unified,Solano,1508.0,324.0,286.0,88.27,241.0,74.38,234.0,72.22,1560.0,393.0,299.0,76.08,206.0,52.42,192.0,48.85
2369,D,C/D level,Modesto City High,Stanislaus,3698.0,883.0,733.0,83.01,534.0,60.48,517.0,58.55,3858.0,1067.0,755.0,70.76,471.0,44.14,443.0,41.52
2372,D,C/D level,Farmersville Unified,Tulare,178.0,60.0,25.0,41.67,5.0,8.33,5.0,8.33,216.0,62.0,23.0,37.1,7.0,11.29,7.0,11.29
2373,D,C/D level,Ojai Unified,Ventura,211.0,50.0,50.0,100.0,42.0,84.0,42.0,84.0,192.0,49.0,40.0,81.63,28.0,57.14,28.0,57.14
2374,D,C/D level,Moorpark Unified,Ventura,535.0,143.0,138.0,96.5,124.0,86.71,122.0,85.31,505.0,125.0,109.0,87.2,90.0,72.0,87.0,69.6
2375,D,C/D level,Newark Unified,Alameda,470.0,121.0,107.0,88.43,87.0,71.9,86.0,71.07,460.0,141.0,107.0,75.89,66.0,46.81,64.0,45.39
2376,D,C/D level,Pleasanton Unified,Alameda,1251.0,774.0,757.0,97.8,734.0,94.83,723.0,93.41,1251.0,438.0,417.0,95.21,371.0,84.7,368.0,84.02
2383,D,C/D level,Middletown Unified,Lake,164.0,30.0,27.0,90.0,16.0,53.33,16.0,53.33,154.0,40.0,32.0,80.0,24.0,60.0,21.0,52.5
2384,D,C/D level,Azusa Unified,Los Angeles,660.0,611.0,254.0,41.57,149.0,24.39,130.0,21.28,668.0,187.0,129.0,68.98,75.0,40.11,72.0,38.5
2385,D,C/D level,Charter Oak Unified,Los Angeles,386.0,108.0,95.0,87.96,76.0,70.37,75.0,69.44,404.0,165.0,122.0,73.94,88.0,53.33,86.0,52.12
2386,D,C/D level,Glendale Unified,Los Angeles,1988.0,709.0,663.0,93.51,607.0,85.61,594.0,83.78,1978.0,639.0,573.0,89.67,500.0,78.25,485.0,75.9
2387,D,C/D level,Redondo Beach Unified,Los Angeles,769.0,343.0,332.0,96.79,315.0,91.84,311.0,90.67,757.0,190.0,175.0,92.11,151.0,79.47,148.0,77.89
2391,D,C/D level,Saint Helena Unified,Napa,117.0,49.0,43.0,87.76,34.0,69.39,33.0,67.35,121.0,47.0,41.0,87.23,28.0,59.57,28.0,59.57
2392,D,C/D level,Placentia-Yorba Linda Unified,Orange,2111.0,802.0,737.0,91.9,702.0,87.53,683.0,85.16,2162.0,742.0,632.0,85.18,571.0,76.95,544.0,73.32
2393,D,C/D level,Saddleback Valley Unified,Orange,2278.0,848.0,801.0,94.46,714.0,84.2,702.0,82.78,2410.0,691.0,611.0,88.42,483.0,69.9,469.0,67.87
2394,D,C/D level,Nuview Union ,Riverside,149.0,121.0,95.0,78.51,70.0,57.85,65.0,53.72,157.0,124.0,92.0,74.19,61.0,49.19,56.0,45.16
2395,D,C/D level,Palo Verde Unified,Riverside,228.0,56.0,35.0,62.5,19.0,33.93,19.0,33.93,246.0,38.0,27.0,71.05,13.0,34.21,12.0,31.58
2397,D,C/D level,Lakeside Union Elementary,San Diego,61.0,27.0,27.0,100.0,25.0,92.59,25.0,92.59,71.0,25.0,23.0,92.0,18.0,72.0,18.0,72.0
2398,D,C/D level,Valley Center-Pauma Unified,San Diego,282.0,66.0,58.0,87.88,45.0,68.18,44.0,66.67,314.0,109.0,77.0,70.64,43.0,39.45,41.0,37.61
2399,D,C/D level,Bonsall Unified,San Diego,76.0,27.0,25.0,92.59,19.0,70.37,19.0,70.37,67.0,38.0,28.0,73.68,15.0,39.47,15.0,39.47
2400,D,C/D level,Lincoln Unified,San Joaquin,808.0,168.0,151.0,89.88,140.0,83.33,134.0,79.76,721.0,207.0,168.0,81.16,111.0,53.62,107.0,51.69
2401,D,C/D level,Lammersville Joint Unified,San Joaquin,333.0,158.0,144.0,91.14,120.0,75.95,118.0,74.68,283.0,132.0,114.0,86.36,82.0,62.12,80.0,60.61
2402,D,C/D level,Jefferson Union High,San Mateo,1201.0,341.0,303.0,88.86,272.0,79.77,265.0,77.71,1179.0,912.0,575.0,63.05,412.0,45.18,386.0,42.32
2403,D,C/D level,Sequoia Union High,San Mateo,2475.0,1309.0,1117.0,85.33,998.0,76.24,971.0,74.18,2532.0,894.0,695.0,77.74,580.0,64.88,547.0,61.19
2405,D,C/D level,Palo Alto Unified,Santa Clara,1027.0,638.0,633.0,99.22,619.0,97.02,616.0,96.55,1020.0,367.0,353.0,96.19,335.0,91.28,332.0,90.46
2406,D,C/D level,Healdsburg Unified,Sonoma,134.0,50.0,40.0,80.0,29.0,58.0,29.0,58.0,158.0,47.0,39.0,82.98,29.0,61.7,28.0,59.57
2407,D,C/D level,Hughson Unified,Stanislaus,186.0,72.0,57.0,79.17,42.0,58.33,39.0,54.17,168.0,40.0,29.0,72.5,24.0,60.0,23.0,57.5
2409,D,C/D level,Yuba City Unified,Sutter,987.0,200.0,151.0,75.5,135.0,67.5,127.0,63.5,972.0,205.0,170.0,82.93,115.0,56.1,115.0,56.1
2411,D,C/D level,Woodland Joint Unified,Yolo,757.0,149.0,115.0,77.18,73.0,48.99,71.0,47.65,767.0,223.0,153.0,68.61,97.0,43.5,89.0,39.91
2412,D,C/D level,Berkeley Unified,Alameda,871.0,383.0,341.0,89.03,297.0,77.55,294.0,76.76,820.0,321.0,280.0,87.23,228.0,71.03,224.0,69.78
2414,D,C/D level,West Contra Costa Unified,Contra Costa,2364.0,680.0,485.0,71.32,336.0,49.41,317.0,46.62,2520.0,1770.0,778.0,43.95,431.0,24.35,397.0,22.43
2415,D,C/D level,Clovis Unified,Fresno,3266.0,1304.0,1139.0,87.35,954.0,73.16,926.0,71.01,3305.0,1209.0,1010.0,83.54,747.0,61.79,724.0,59.88
2416,D,C/D level,Firebaugh-Las Deltas Unified,Fresno,159.0,53.0,34.0,64.15,11.0,20.75,10.0,18.87,170.0,84.0,40.0,47.62,6.0,7.14,5.0,5.95
2417,D,C/D level,San Pasqual Valley Unified,Imperial,59.0,17.0,6.0,35.29,1.0,5.88,1.0,5.88,49.0,19.0,6.0,31.58,3.0,15.79,2.0,10.53
2418,D,C/D level,McFarland Unified,Kern,255.0,140.0,54.0,38.57,33.0,23.57,29.0,20.71,209.0,66.0,25.0,37.88,7.0,10.61,6.0,9.09
2419,D,C/D level,Hanford Joint Union High,Kings,964.0,170.0,138.0,81.18,91.0,53.53,90.0,52.94,897.0,193.0,136.0,70.47,78.0,40.41,72.0,37.31
2420,D,C/D level,Covina-Valley Unified,Los Angeles,1019.0,956.0,494.0,51.67,295.0,30.86,265.0,27.72,1066.0,998.0,461.0,46.19,279.0,27.96,246.0,24.65
2421,D,C/D level,Wiseburn Unified,Los Angeles,354.0,253.0,199.0,78.66,125.0,49.41,118.0,46.64,428.0,140.0,96.0,68.57,46.0,32.86,44.0,31.43
2423,D,C/D level,Mariposa County Unified,Mariposa,134.0,39.0,35.0,89.74,35.0,89.74,34.0,87.18,149.0,36.0,33.0,91.67,27.0,75.0,26.0,72.22
2425,D,C/D level,Le Grand Union High,Merced,147.0,65.0,29.0,44.62,22.0,33.85,17.0,26.15,102.0,46.0,20.0,43.48,11.0,23.91,7.0,15.22
2426,D,C/D level,Dos Palos Oro Loma Joint Unified,Merced,161.0,30.0,23.0,76.67,20.0,66.67,19.0,63.33,194.0,43.0,22.0,51.16,9.0,20.93,7.0,16.28
2428,D,C/D level,Nevada Joint Union High,Nevada,697.0,167.0,160.0,95.81,147.0,88.02,146.0,87.43,700.0,175.0,151.0,86.29,129.0,73.71,125.0,71.43
2430,D,C/D level,Anaheim Union High,Orange,4917.0,1313.0,1085.0,82.64,868.0,66.11,832.0,63.37,5479.0,1490.0,1107.0,74.3,793.0,53.22,757.0,50.81
2431,D,C/D level,Plumas Unified,Plumas,150.0,66.0,51.0,77.27,38.0,57.58,36.0,54.55,161.0,34.0,28.0,82.35,23.0,67.65,22.0,64.71
2432,D,C/D level,Lake Elsinore Unified,Riverside,1574.0,387.0,300.0,77.52,230.0,59.43,213.0,55.04,1608.0,493.0,339.0,68.76,220.0,44.62,201.0,40.77
2433,D,C/D level,San Benito High,San Benito,757.0,171.0,143.0,83.63,108.0,63.16,103.0,60.23,807.0,205.0,154.0,75.12,103.0,50.24,97.0,47.32
2434,D,C/D level,Helendale Elementary,San Bernardino,302.0,28.0,27.0,96.43,19.0,67.86,19.0,67.86,199.0,27.0,23.0,85.19,8.0,29.63,8.0,29.63
2435,D,C/D level,Oro Grande,San Bernardino,619.0,43.0,32.0,74.42,12.0,27.91,11.0,25.58,647.0,48.0,31.0,64.58,16.0,33.33,14.0,29.17
2436,D,C/D level,San Bernardino City Unified,San Bernardino,3564.0,2453.0,1065.0,43.42,468.0,19.08,425.0,17.33,3558.0,932.0,523.0,56.12,261.0,28.0,242.0,25.97
2437,D,C/D level,San Diego Unified,San Diego,8612.0,3840.0,3030.0,78.91,2312.0,60.21,2237.0,58.26,9418.0,3369.0,2402.0,71.3,1674.0,49.69,1588.0,47.14
2438,D,C/D level,San Dieguito Union High,San Diego,2183.0,1188.0,1155.0,97.22,1106.0,93.1,1098.0,92.42,2334.0,707.0,672.0,95.05,588.0,83.17,580.0,82.04
2440,D,C/D level,San Luis Coastal Unified,San Luis Obispo,571.0,251.0,232.0,92.43,219.0,87.25,215.0,85.66,591.0,185.0,171.0,92.43,147.0,79.46,144.0,77.84
2441,D,C/D level,Cabrillo Unified,San Mateo,267.0,70.0,64.0,91.43,57.0,81.43,55.0,78.57,251.0,77.0,60.0,77.92,44.0,57.14,44.0,57.14
2442,D,C/D level,Gilroy Unified,Santa Clara,922.0,297.0,249.0,83.84,208.0,70.03,199.0,67.0,972.0,335.0,248.0,74.03,178.0,53.13,166.0,49.55
2445,D,C/D level,Dixon Unified,Solano,298.0,81.0,68.0,83.95,60.0,74.07,57.0,70.37,310.0,94.0,73.0,77.66,62.0,65.96,59.0,62.77
2446,D,C/D level,Sonoma County Office of Education,Sonoma,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,D,C/D level,Santa Rosa High,Sonoma,1963.0,437.0,401.0,91.76,352.0,80.55,344.0,78.72,1968.0,413.0,338.0,81.84,247.0,59.81,243.0,58.84
2448,D,C/D level,Newman-Crows Landing Unified,Stanislaus,237.0,204.0,106.0,51.96,51.0,25.0,48.0,23.53,227.0,66.0,44.0,66.67,23.0,34.85,21.0,31.82
2450,D,C/D level,Trinity County Office of Education,Trinity,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
