,record_type,school_name,district_name,county_name,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
1908,S,Grizzly ChalleNGe Charter,San Luis Obispo County Office of Education,San Luis Obispo,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,S,Atascadero High,Atascadero Unified,San Luis Obispo,278.0,44.0,39.0,88.64,29.0,65.91,29.0,65.91
1913,S,Samueli Academy,Orange County Department of Education,Orange,119.0,66.0,42.0,63.64,31.0,46.97,28.0,42.42
1915,S,Learning Choice Academy - Chula Vista,Chula Vista Elementary,San Diego,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,S,Carlsbad Village Academy,Carlsbad Unified,San Diego,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,S,Willow Glen High,San Jose Unified,Santa Clara,407.0,112.0,94.0,83.93,71.0,63.39,70.0,62.5
1919,S,Lemoore Online College Preparatory High,Lemoore Union High,Kings,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,S,Animo Leadership High,Lennox,Los Angeles,153.0,89.0,50.0,56.18,17.0,19.1,15.0,16.85
1922,S,"Ernest S. McBride, Sr. High",Long Beach Unified,Los Angeles,165.0,146.0,127.0,86.99,88.0,60.27,86.0,58.9
1923,S,George Washington Preparatory High,Los Angeles Unified,Los Angeles,197.0,60.0,15.0,25.0,4.0,6.67,2.0,3.33
1924,S,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,403.0,274.0,198.0,72.26,124.0,45.26,115.0,41.97
1925,S,San Gabriel High,Alhambra Unified,Los Angeles,527.0,273.0,204.0,74.73,181.0,66.3,165.0,60.44
1926,S,Coronado High,Coronado Unified,San Diego,291.0,151.0,143.0,94.7,115.0,76.16,113.0,74.83
1927,S,Optimist Charter,Los Angeles County Office of Education,Los Angeles,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,S,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,167.0,104.0,81.0,77.88,33.0,31.73,32.0,30.77
1929,S,Minarets Charter High,Chawanakee Unified,Madera,71.0,20.0,12.0,60.0,4.0,20.0,4.0,20.0
1930,S,Granite Bay High,Roseville Joint Union High,Placer,513.0,247.0,230.0,93.12,209.0,84.62,206.0,83.4
1931,S,Oakmont High,Roseville Joint Union High,Placer,482.0,157.0,141.0,89.81,123.0,78.34,120.0,76.43
1932,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,173.0,66.0,51.0,77.27,40.0,60.61,37.0,56.06
1933,S,Florin High,Elk Grove Unified,Sacramento,322.0,124.0,62.0,50.0,39.0,31.45,29.0,23.39
1935,S,Delano High,Delano Joint Union High,Kern,339.0,79.0,43.0,54.43,26.0,32.91,22.0,27.85
1936,S,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124.0,69.0,39.0,56.52,17.0,24.64,13.0,18.84
1937,S,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,Los Angeles Unified,Los Angeles,141.0,31.0,6.0,19.35,2.0,6.45,2.0,6.45
1938,S,Del Mar High,Campbell Union High,Santa Clara,290.0,87.0,59.0,67.82,32.0,36.78,30.0,34.48
1940,S,Magnolia High,Anaheim Union High,Orange,419.0,124.0,74.0,59.68,48.0,38.71,43.0,34.68
1942,S,Lincoln High,Western Placer Unified,Placer,414.0,127.0,104.0,81.89,69.0,54.33,66.0,51.97
1943,S,Western Sierra Collegiate Academy,Rocklin Unified,Placer,119.0,45.0,41.0,91.11,31.0,68.89,30.0,66.67
1944,S,Julian Charter,Julian Union Elementary,San Diego,119.0,18.0,14.0,77.78,7.0,38.89,7.0,38.89
1945,S,Carlmont High,Sequoia Union High,San Mateo,522.0,234.0,217.0,92.74,199.0,85.04,191.0,81.62
1946,S,Calaveras Hills,Milpitas Unified,Santa Clara,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,S,Gompers Preparatory Academy,San Diego Unified,San Diego,125.0,65.0,35.0,53.85,10.0,15.38,10.0,15.38
1950,S,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99.0,51.0,48.0,94.12,38.0,74.51,37.0,72.55
1954,S,B. Roberto Cruz Leadership Academy,East Side Union High,Santa Clara,59.0,20.0,4.0,20.0,1.0,5.0,1.0,5.0
1956,S,William Tell Aggeler Opportunity High,Los Angeles Unified,Los Angeles,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,S,Harris Newmark Continuation,Los Angeles Unified,Los Angeles,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,S,Ronald Reagan Academy,Dinuba Unified,Tulare,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,S,Shandon High,Shandon Joint Unified,San Luis Obispo,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,S,Independence High,Paso Robles Joint Unified,San Luis Obispo,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,S,Sonora High,Sonora Union High,Tuolumne,218.0,40.0,37.0,92.5,31.0,77.5,31.0,77.5
1966,S,Mar Vista Senior High,Sweetwater Union High,San Diego,417.0,106.0,74.0,69.81,35.0,33.02,34.0,32.08
1967,S,Vista High,Vista Unified,San Diego,545.0,159.0,98.0,61.64,65.0,40.88,55.0,34.59
1969,S,Golden Valley Charter,Mesa Union Elementary,Ventura,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,S,Olive Grove Charter - Buellton,SBE - Olive Grove Charter - Buellton,Santa Barbara,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,S,Enterprise High,Shasta Union High,Shasta,302.0,54.0,46.0,85.19,35.0,64.81,33.0,61.11
1974,S,Bay Area Technology,Oakland Unified,Alameda,35.0,19.0,8.0,42.11,4.0,21.05,4.0,21.05
1975,S,Alliance Morgan McKinzie High,Los Angeles Unified,Los Angeles,73.0,16.0,6.0,37.5,2.0,12.5,1.0,6.25
1976,S,Willits High,Willits Unified,Mendocino,76.0,18.0,13.0,72.22,7.0,38.89,6.0,33.33
1979,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,1083.0,543.0,426.0,78.45,318.0,58.56,293.0,53.96
1980,S,Hughson High,Hughson Unified,Stanislaus,150.0,40.0,29.0,72.5,24.0,60.0,23.0,57.5
1981,C,C/D level,C level,El Dorado,2226.0,604.0,547.0,90.56,458.0,75.83,442.0,73.18
1982,C,C/D level,C level,Los Angeles,114618.0,48676.0,30081.0,61.8,19791.0,40.66,18555.0,38.12
1983,C,C/D level,C level,Madera,2352.0,442.0,277.0,62.67,136.0,30.77,127.0,28.73
1984,C,C/D level,C level,Yolo,2299.0,759.0,586.0,77.21,464.0,61.13,443.0,58.37
1985,C,C/D level,C level,Kern,14229.0,3793.0,2334.0,61.53,1481.0,39.05,1364.0,35.96
1986,C,C/D level,C level,Napa,1717.0,555.0,403.0,72.61,272.0,49.01,258.0,46.49
1987,C,C/D level,C level,Santa Cruz,3239.0,864.0,655.0,75.81,487.0,56.37,468.0,54.17
1989,C,C/D level,C level,Sacramento,19540.0,6090.0,4138.0,67.95,2945.0,48.36,2779.0,45.63
1990,C,C/D level,C level,San Bernardino,31635.0,10544.0,7014.0,66.52,4368.0,41.43,4083.0,38.72
1991,C,C/D level,C level,Calaveras,451.0,90.0,81.0,90.0,60.0,66.67,60.0,66.67
1992,C,C/D level,C level,Mariposa,155.0,36.0,33.0,91.67,27.0,75.0,26.0,72.22
1993,C,C/D level,C level,Placer,5931.0,1959.0,1709.0,87.24,1395.0,71.21,1350.0,68.91
1994,C,C/D level,C level,Tuolumne,518.0,80.0,66.0,82.5,48.0,60.0,48.0,60.0
1995,C,C/D level,C level,Mendocino,988.0,217.0,174.0,80.18,118.0,54.38,110.0,50.69
1996,C,C/D level,C level,Orange,41235.0,16061.0,11463.0,71.37,8971.0,55.86,8533.0,53.13
1997,C,C/D level,C level,San Luis Obispo,2841.0,630.0,552.0,87.62,409.0,64.92,401.0,63.65
1998,C,C/D level,C level,San Mateo,7235.0,3113.0,2410.0,77.42,1945.0,62.48,1857.0,59.65
1999,C,C/D level,C level,Marin,2647.0,965.0,855.0,88.6,674.0,69.84,664.0,68.81
2000,C,C/D level,C level,Siskiyou,462.0,109.0,83.0,76.15,58.0,53.21,55.0,50.46
2001,C,C/D level,C level,Glenn,500.0,90.0,58.0,64.44,27.0,30.0,25.0,27.78
2002,C,C/D level,C level,San Joaquin,11778.0,3351.0,2344.0,69.95,1515.0,45.21,1417.0,42.29
2003,C,C/D level,C level,Tulare,7558.0,1801.0,1117.0,62.02,640.0,35.54,589.0,32.7
2004,C,C/D level,C level,Alameda,17567.0,5946.0,4566.0,76.79,3623.0,60.93,3458.0,58.16
2005,C,C/D level,C level,Fresno,14299.0,4070.0,2664.0,65.45,1619.0,39.78,1538.0,37.79
2006,C,C/D level,C level,Sonoma,5496.0,1326.0,1073.0,80.92,772.0,58.22,746.0,56.26
2007,C,C/D level,C level,Sutter,1827.0,359.0,297.0,82.73,189.0,52.65,187.0,52.09
2008,C,C/D level,C level,Monterey,5768.0,1872.0,1113.0,59.46,655.0,34.99,607.0,32.43
2009,C,C/D level,C level,Stanislaus,9071.0,2373.0,1605.0,67.64,971.0,40.92,904.0,38.1
2010,C,C/D level,C level,Nevada,1869.0,186.0,159.0,85.48,131.0,70.43,127.0,68.28
2011,C,C/D level,C level,Solano,4845.0,1410.0,1063.0,75.39,728.0,51.63,686.0,48.65
2012,C,C/D level,C level,Alpine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,C,C/D level,C level,Amador,305.0,53.0,44.0,83.02,35.0,66.04,33.0,62.26
2014,C,C/D level,C level,Merced,4559.0,1195.0,735.0,61.51,382.0,31.97,348.0,29.12
2015,C,C/D level,C level,Mono,420.0,37.0,32.0,86.49,21.0,56.76,21.0,56.76
2016,C,C/D level,C level,San Diego,42040.0,12872.0,10086.0,78.36,7462.0,57.97,7146.0,55.52
2017,C,C/D level,C level,Tehama,688.0,91.0,69.0,75.82,53.0,58.24,52.0,57.14
2019,C,C/D level,C level,Del Norte,363.0,72.0,50.0,69.44,36.0,50.0,30.0,41.67
2020,C,C/D level,C level,Lassen,283.0,61.0,45.0,73.77,22.0,36.07,21.0,34.43
2021,C,C/D level,C level,San Benito,885.0,226.0,170.0,75.22,115.0,50.88,107.0,47.35
2022,C,C/D level,C level,Yuba,977.0,178.0,140.0,78.65,91.0,51.12,88.0,49.44
2023,C,C/D level,C level,Humboldt,1342.0,300.0,250.0,83.33,177.0,59.0,169.0,56.33
2024,C,C/D level,C level,Imperial,3168.0,775.0,540.0,69.68,320.0,41.29,297.0,38.32
2025,C,C/D level,C level,Shasta,2161.0,386.0,330.0,85.49,256.0,66.32,246.0,63.73
2026,C,C/D level,C level,Butte,2551.0,551.0,453.0,82.21,349.0,63.34,332.0,60.25
2027,C,C/D level,C level,Colusa,339.0,74.0,39.0,52.7,15.0,20.27,14.0,18.92
2028,C,C/D level,C level,Inyo,548.0,88.0,47.0,53.41,31.0,35.23,28.0,31.82
2029,C,C/D level,C level,Modoc,87.0,16.0,12.0,75.0,9.0,56.25,9.0,56.25
2030,C,C/D level,C level,Santa Barbara,5304.0,1211.0,978.0,80.76,754.0,62.26,727.0,60.03
2031,C,C/D level,C level,Santa Clara,21656.0,6920.0,5741.0,82.96,4796.0,69.31,4620.0,66.76
2032,C,C/D level,C level,Ventura,10750.0,4534.0,2815.0,62.09,2068.0,45.61,1967.0,43.38
2033,C,C/D level,C level,Kings,2004.0,443.0,290.0,65.46,162.0,36.57,150.0,33.86
2034,C,C/D level,C level,Plumas,163.0,34.0,28.0,82.35,23.0,67.65,22.0,64.71
2035,C,C/D level,C level,Riverside,34277.0,14070.0,8572.0,60.92,5121.0,36.4,4799.0,34.11
2036,X,State of California,State of California,State of California,489650.0,170411.0,116500.0,68.36,81551.0,47.86,77178.0,45.29
2037,D,C/D level,Fremont Unified,Alameda,2537.0,845.0,767.0,90.77,695.0,82.25,678.0,80.24
2038,D,C/D level,Piedmont City Unified,Alameda,231.0,78.0,68.0,87.18,62.0,79.49,61.0,78.21
2039,D,C/D level,San Leandro Unified,Alameda,754.0,193.0,138.0,71.5,83.0,43.01,77.0,39.9
2040,D,C/D level,Fresno Unified,Fresno,4593.0,1048.0,611.0,58.3,344.0,32.82,323.0,30.82
2041,D,C/D level,Mendota Unified,Fresno,234.0,69.0,23.0,33.33,11.0,15.94,9.0,13.04
2042,D,C/D level,Calipatria Unified,Imperial,91.0,27.0,14.0,51.85,6.0,22.22,5.0,18.52
2043,D,C/D level,Wasco Union High,Kern,453.0,184.0,80.0,43.48,48.0,26.09,40.0,21.74
2044,D,C/D level,Gorman Joint,Los Angeles,113.0,25.0,22.0,88.0,12.0,48.0,12.0,48.0
2045,D,C/D level,Lynwood Unified,Los Angeles,1072.0,285.0,154.0,54.04,58.0,20.35,53.0,18.6
2046,D,C/D level,Whittier Union High,Los Angeles,3048.0,1227.0,848.0,69.11,565.0,46.05,521.0,42.46
2047,D,C/D level,Rowland Unified,Los Angeles,1186.0,386.0,271.0,70.21,189.0,48.96,174.0,45.08
2048,D,C/D level,Tamalpais Union High,Marin,1233.0,435.0,415.0,95.4,363.0,83.45,361.0,82.99
2049,D,C/D level,Mendocino Unified,Mendocino,52.0,17.0,17.0,100.0,12.0,70.59,12.0,70.59
2051,D,C/D level,Big Sur Unified,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,D,C/D level,San Bernardino County Office of Education,San Bernardino,673.0,77.0,56.0,72.73,24.0,31.17,22.0,28.57
2053,D,C/D level,Chaffey Joint Union High,San Bernardino,6046.0,2437.0,1695.0,69.55,1099.0,45.1,1033.0,42.39
2054,D,C/D level,Apple Valley Unified,San Bernardino,1086.0,316.0,256.0,81.01,124.0,39.24,118.0,37.34
2055,D,C/D level,Coronado Unified,San Diego,294.0,152.0,144.0,94.74,115.0,75.66,113.0,74.34
2056,D,C/D level,Grossmont Union High,San Diego,5541.0,1514.0,1195.0,78.93,940.0,62.09,886.0,58.52
2058,D,C/D level,Tracy Joint Unified,San Joaquin,1515.0,483.0,387.0,80.12,262.0,54.24,247.0,51.14
2060,D,C/D level,Santa Clara County Office of Education,Santa Clara,915.0,124.0,99.0,79.84,71.0,57.26,68.0,54.84
2061,D,C/D level,Milpitas Unified,Santa Clara,829.0,335.0,297.0,88.66,259.0,77.31,249.0,74.33
2062,D,C/D level,Santa Cruz City High,Santa Cruz,862.0,287.0,236.0,82.23,193.0,67.25,183.0,63.76
2063,D,C/D level,Waterford Unified,Stanislaus,359.0,66.0,43.0,65.15,20.0,30.3,18.0,27.27
2064,D,C/D level,Red Bluff Joint Union High,Tehama,372.0,46.0,35.0,76.09,30.0,65.22,29.0,63.04
2066,D,C/D level,Livermore Valley Joint Unified,Alameda,1128.0,315.0,279.0,88.57,246.0,78.1,231.0,73.33
2067,D,C/D level,Buckeye Union Elementary,El Dorado,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,D,C/D level,El Dorado Union High,El Dorado,1609.0,526.0,483.0,91.83,417.0,79.28,404.0,76.81
2069,D,C/D level,Sierra Unified,Fresno,103.0,28.0,26.0,92.86,15.0,53.57,15.0,53.57
2070,D,C/D level,Eureka City Schools,Humboldt,347.0,58.0,48.0,82.76,33.0,56.9,32.0,55.17
2071,D,C/D level,Holtville Unified,Imperial,151.0,52.0,41.0,78.85,19.0,36.54,18.0,34.62
2072,D,C/D level,Kern County Office of Education,Kern,582.0,113.0,48.0,42.48,27.0,23.89,24.0,21.24
2073,D,C/D level,Lakeport Unified,Lake,88.0,27.0,24.0,88.89,18.0,66.67,18.0,66.67
2074,D,C/D level,Las Virgenes Unified,Los Angeles,986.0,337.0,309.0,91.69,254.0,75.37,248.0,73.59
2075,D,C/D level,San Marino Unified,Los Angeles,275.0,120.0,114.0,95.0,112.0,93.33,110.0,91.67
2076,D,C/D level,Hacienda la Puente Unified,Los Angeles,1459.0,1110.0,541.0,48.74,362.0,32.61,323.0,29.1
2077,D,C/D level,Chawanakee Unified,Madera,154.0,47.0,30.0,63.83,12.0,25.53,12.0,25.53
2078,D,C/D level,Ukiah Unified,Mendocino,525.0,91.0,76.0,83.52,60.0,65.93,57.0,62.64
2079,D,C/D level,Willits Unified,Mendocino,102.0,19.0,14.0,73.68,7.0,36.84,6.0,31.58
2081,D,C/D level,Delhi Unified,Merced,167.0,82.0,50.0,60.98,14.0,17.07,14.0,17.07
2082,D,C/D level,Monterey Peninsula Unified,Monterey,854.0,536.0,311.0,58.02,199.0,37.13,181.0,33.77
2083,D,C/D level,Temecula Valley Unified,Riverside,2453.0,1014.0,863.0,85.11,595.0,58.68,573.0,56.51
2084,D,C/D level,Murrieta Valley Unified,Riverside,2168.0,834.0,676.0,81.06,461.0,55.28,438.0,52.52
2085,D,C/D level,Elk Grove Unified,Sacramento,5228.0,1884.0,1467.0,77.87,1117.0,59.29,1051.0,55.79
2086,D,C/D level,Rim of the World Unified,San Bernardino,239.0,56.0,41.0,73.21,19.0,33.93,17.0,30.36
2087,D,C/D level,Yucaipa-Calimesa Joint Unified,San Bernardino,739.0,227.0,180.0,79.3,135.0,59.47,129.0,56.83
2088,D,C/D level,Carlsbad Unified,San Diego,913.0,341.0,311.0,91.2,263.0,77.13,259.0,75.95
2090,D,C/D level,Yreka Union High,Siskiyou,150.0,41.0,31.0,75.61,24.0,58.54,22.0,53.66
2092,D,C/D level,Live Oak Unified,Sutter,143.0,36.0,24.0,66.67,12.0,33.33,11.0,30.56
2095,D,C/D level,Washington Unified,Yolo,563.0,182.0,110.0,60.44,71.0,39.01,66.0,36.26
2096,D,C/D level,Alameda Unified,Alameda,919.0,373.0,291.0,78.02,240.0,64.34,222.0,59.52
2099,D,C/D level,Fowler Unified,Fresno,211.0,76.0,44.0,57.89,19.0,25.0,18.0,23.68
2100,D,C/D level,Golden Plains Unified,Fresno,125.0,27.0,10.0,37.04,0.0,0.0,0.0,0.0
2101,D,C/D level,Caruthers Unified,Fresno,156.0,57.0,29.0,50.88,12.0,21.05,12.0,21.05
2102,D,C/D level,Northern Humboldt Union High,Humboldt,424.0,100.0,90.0,90.0,68.0,68.0,66.0,66.0
2104,D,C/D level,Mojave Unified,Kern,143.0,31.0,26.0,83.87,10.0,32.26,10.0,32.26
2105,D,C/D level,Muroc Joint Unified,Kern,123.0,32.0,30.0,93.75,20.0,62.5,19.0,59.38
2108,D,C/D level,Hawthorne,Los Angeles,112.0,64.0,55.0,85.94,42.0,65.63,41.0,64.06
2109,D,C/D level,Monrovia Unified,Los Angeles,473.0,185.0,137.0,74.05,81.0,43.78,79.0,42.7
2110,D,C/D level,Montebello Unified,Los Angeles,2333.0,658.0,415.0,63.07,229.0,34.8,211.0,32.07
2111,D,C/D level,Pomona Unified,Los Angeles,1897.0,651.0,359.0,55.15,177.0,27.19,165.0,25.35
2113,D,C/D level,Carmel Unified,Monterey,215.0,59.0,55.0,93.22,46.0,77.97,46.0,77.97
2114,D,C/D level,Salinas Union High,Monterey,2683.0,725.0,448.0,61.79,261.0,36.0,241.0,33.24
2115,D,C/D level,Orange County Department of Education,Orange,708.0,85.0,58.0,68.24,41.0,48.24,37.0,43.53
2116,D,C/D level,Tustin Unified,Orange,1992.0,761.0,631.0,82.92,491.0,64.52,475.0,62.42
2119,D,C/D level,Rocklin Unified,Placer,1171.0,417.0,376.0,90.17,324.0,77.7,316.0,75.78
2120,D,C/D level,Alvord Unified,Riverside,1517.0,357.0,224.0,62.75,143.0,40.06,129.0,36.13
2121,D,C/D level,Moreno Valley Unified,Riverside,2481.0,1992.0,759.0,38.1,345.0,17.32,320.0,16.06
2122,D,C/D level,Folsom-Cordova Unified,Sacramento,1617.0,460.0,408.0,88.7,345.0,75.0,333.0,72.39
2123,D,C/D level,Morongo Unified,San Bernardino,565.0,102.0,84.0,82.35,47.0,46.08,47.0,46.08
2124,D,C/D level,Lucerne Valley Unified,San Bernardino,506.0,26.0,17.0,65.38,8.0,30.77,7.0,26.92
2125,D,C/D level,Borrego Springs Unified,San Diego,309.0,31.0,17.0,54.84,4.0,12.9,4.0,12.9
2126,D,C/D level,Manteca Unified,San Joaquin,1925.0,529.0,382.0,72.21,203.0,38.37,194.0,36.67
2127,D,C/D level,Lucia Mar Unified,San Luis Obispo,865.0,202.0,176.0,87.13,121.0,59.9,120.0,59.41
2129,D,C/D level,South San Francisco Unified,San Mateo,682.0,236.0,196.0,83.05,157.0,66.53,151.0,63.98
2130,D,C/D level,Los Gatos-Saratoga Joint Union High,Santa Clara,870.0,292.0,284.0,97.26,267.0,91.44,265.0,90.75
2131,D,C/D level,Anderson Union High,Shasta,444.0,76.0,56.0,73.68,33.0,43.42,30.0,39.47
2132,D,C/D level,Vacaville Unified,Solano,975.0,351.0,275.0,78.35,201.0,57.26,188.0,53.56
2134,D,C/D level,Roseland,Sonoma,147.0,49.0,26.0,53.06,17.0,34.69,16.0,32.65
2135,D,C/D level,Windsor Unified,Sonoma,466.0,140.0,121.0,86.43,79.0,56.43,75.0,53.57
2136,D,C/D level,Oakdale Joint Unified,Stanislaus,437.0,92.0,72.0,78.26,68.0,73.91,60.0,65.22
2137,D,C/D level,Turlock Unified,Stanislaus,1240.0,393.0,299.0,76.08,187.0,47.58,178.0,45.29
2138,D,C/D level,Sutter County Office of Education,Sutter,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,D,C/D level,Tuolumne County Superintendent of Schools,Tuolumne,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,D,C/D level,Yolo County Office of Education,Yolo,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,D,C/D level,Castro Valley Unified,Alameda,737.0,311.0,279.0,89.71,243.0,78.14,234.0,75.24
2144,D,C/D level,Contra Costa County Office of Education,Contra Costa,771.0,295.0,237.0,80.34,179.0,60.68,175.0,59.32
2145,D,C/D level,San Ramon Valley Unified,Contra Costa,2652.0,933.0,892.0,95.61,796.0,85.32,785.0,84.14
2146,D,C/D level,Sanger Unified,Fresno,850.0,335.0,209.0,62.39,126.0,37.61,116.0,34.63
2148,D,C/D level,Bellflower Unified,Los Angeles,953.0,263.0,207.0,78.71,138.0,52.47,130.0,49.43
2149,D,C/D level,West Covina Unified,Los Angeles,1194.0,356.0,278.0,78.09,185.0,51.97,171.0,48.03
2150,D,C/D level,San Rafael City High,Marin,634.0,245.0,195.0,79.59,147.0,60.0,142.0,57.96
2151,D,C/D level,Anderson Valley Unified,Mendocino,55.0,25.0,17.0,68.0,5.0,20.0,5.0,20.0
2152,D,C/D level,North Monterey County Unified,Monterey,369.0,111.0,64.0,57.66,30.0,27.03,30.0,27.03
2153,D,C/D level,Brea-Olinda Unified,Orange,506.0,205.0,188.0,91.71,154.0,75.12,148.0,72.2
2154,D,C/D level,Orange Unified,Orange,2261.0,1870.0,1053.0,56.31,709.0,37.91,670.0,35.83
2155,D,C/D level,Los Alamitos Unified,Orange,759.0,319.0,292.0,91.54,234.0,73.35,227.0,71.16
2156,D,C/D level,Tahoe-Truckee Unified,Placer,303.0,105.0,83.0,79.05,70.0,66.67,65.0,61.9
2157,D,C/D level,Hemet Unified,Riverside,1858.0,1195.0,583.0,48.79,288.0,24.1,272.0,22.76
2158,D,C/D level,Center Joint Unified,Sacramento,354.0,53.0,44.0,83.02,36.0,67.92,33.0,62.26
2159,D,C/D level,Barstow Unified,San Bernardino,394.0,44.0,29.0,65.91,19.0,43.18,19.0,43.18
2160,D,C/D level,Victor Valley Union High,San Bernardino,1911.0,501.0,314.0,62.67,145.0,28.94,137.0,27.35
2161,D,C/D level,Snowline Joint Unified,San Bernardino,560.0,138.0,111.0,80.43,67.0,48.55,65.0,47.1
2162,D,C/D level,San Francisco Unified,San Francisco,4399.0,2256.0,1579.0,69.99,1380.0,61.17,1248.0,55.32
2163,D,C/D level,San Luis Obispo County Office of Education,San Luis Obispo,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,D,C/D level,Morgan Hill Unified,Santa Clara,636.0,259.0,222.0,85.71,180.0,69.5,172.0,66.41
2167,D,C/D level,Woodlake Unified,Tulare,168.0,22.0,15.0,68.18,6.0,27.27,6.0,27.27
2168,D,C/D level,Mesa Union Elementary,Ventura,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,D,C/D level,Oak Park Unified,Ventura,438.0,168.0,160.0,95.24,147.0,87.5,146.0,86.9
2171,D,C/D level,Acalanes Union High,Contra Costa,1408.0,473.0,452.0,95.56,393.0,83.09,393.0,83.09
2172,D,C/D level,Pittsburg Unified,Contra Costa,840.0,279.0,164.0,58.78,96.0,34.41,89.0,31.9
2173,D,C/D level,Kerman Unified,Fresno,416.0,102.0,66.0,64.71,38.0,37.25,37.0,36.27
2175,D,C/D level,Bishop Unified,Inyo,158.0,53.0,41.0,77.36,29.0,54.72,27.0,50.94
2176,D,C/D level,Bonita Unified,Los Angeles,865.0,316.0,259.0,81.96,176.0,55.7,168.0,53.16
2177,D,C/D level,El Rancho Unified,Los Angeles,731.0,267.0,165.0,61.8,95.0,35.58,85.0,31.84
2178,D,C/D level,Palos Verdes Peninsula Unified,Los Angeles,1118.0,440.0,416.0,94.55,372.0,84.55,365.0,82.95
2179,D,C/D level,Los Banos Unified,Merced,815.0,215.0,134.0,62.33,67.0,31.16,63.0,29.3
2180,D,C/D level,Gonzales Unified,Monterey,191.0,54.0,31.0,57.41,9.0,16.67,8.0,14.81
2181,D,C/D level,Western Placer Unified,Placer,745.0,142.0,117.0,82.39,75.0,52.82,72.0,50.7
2182,D,C/D level,Jurupa Unified,Riverside,1486.0,383.0,228.0,59.53,133.0,34.73,127.0,33.16
2183,D,C/D level,Perris Union High,Riverside,2224.0,696.0,441.0,63.36,218.0,31.32,203.0,29.17
2184,D,C/D level,Dehesa Elementary,San Diego,469.0,26.0,19.0,73.08,10.0,38.46,10.0,38.46
2185,D,C/D level,Spencer Valley Elementary,San Diego,299.0,27.0,24.0,88.89,15.0,55.56,15.0,55.56
2186,D,C/D level,Vista Unified,San Diego,2363.0,527.0,399.0,75.71,321.0,60.91,302.0,57.31
2187,D,C/D level,SBC - High Tech High,San Diego,242.0,149.0,101.0,67.79,45.0,30.2,43.0,28.86
2189,D,C/D level,Linden Unified,San Joaquin,177.0,33.0,26.0,78.79,14.0,42.42,14.0,42.42
2190,D,C/D level,Lodi Unified,San Joaquin,2471.0,732.0,551.0,75.27,436.0,59.56,407.0,55.6
2191,D,C/D level,Ripon Unified,San Joaquin,405.0,94.0,83.0,88.3,46.0,48.94,45.0,47.87
2192,D,C/D level,Carpinteria Unified,Santa Barbara,167.0,49.0,39.0,79.59,34.0,69.39,31.0,63.27
2193,D,C/D level,SBE - Olive Grove Charter - Lompoc,Santa Barbara,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,D,C/D level,Campbell Union High,Santa Clara,2023.0,661.0,581.0,87.9,459.0,69.44,447.0,67.62
2195,D,C/D level,San Jose Unified,Santa Clara,2648.0,648.0,508.0,78.4,385.0,59.41,371.0,57.25
2196,D,C/D level,Ceres Unified,Stanislaus,1073.0,352.0,201.0,57.1,92.0,26.14,82.0,23.3
2198,D,C/D level,Exeter Unified,Tulare,225.0,50.0,34.0,68.0,17.0,34.0,15.0,30.0
2199,D,C/D level,Summerville Union High,Tuolumne,189.0,25.0,21.0,84.0,16.0,64.0,16.0,64.0
2200,D,C/D level,Esparto Unified,Yolo,46.0,16.0,6.0,37.5,6.0,37.5,4.0,25.0
2201,D,C/D level,Durham Unified,Butte,72.0,31.0,30.0,96.77,21.0,67.74,21.0,67.74
